"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","responses","question_order"
"602","<div style=""font-size:45px;"">B  B  C  B  B  C  B  B  C  B  B  C  B  B  C  B            </div>","32","html-keyboard-response","216","418649","0.0-2.0-0.107","test","",""
"2511","","","survey-likert","217","421662","0.0-2.0-1.107","","{""Q0"":0}","[0]"
"1283","<div style=""font-size:45px;"">C  A  A  B  A  B  B  B  B  A  A  A  A  B  C  C  B  B  B  B</div>","32","html-keyboard-response","218","422947","0.0-2.0-0.108","test","",""
"2283","","","survey-likert","219","425732","0.0-2.0-1.108","","{""Q0"":9}","[0]"
"2312","<div style=""font-size:45px;"">A  C  B  A  C  A  B  C  B  C  C  B  C  B  C  A            </div>","32","html-keyboard-response","220","428046","0.0-2.0-0.109","test","",""
"1801","","","survey-likert","221","430350","0.0-2.0-1.109","","{""Q0"":9}","[0]"
"789.9999999999418","<div style=""font-size:45px;"">C  B  B  C  B  A  A  B  A  A  B  A  A  A  A  B            </div>","32","html-keyboard-response","222","431142","0.0-2.0-0.110","test","",""
"1375","","","survey-likert","223","433019","0.0-2.0-1.110","","{""Q0"":8}","[0]"
"411","<div style=""font-size:45px;"">B  C  B  B                                                </div>","32","html-keyboard-response","224","433432","0.0-2.0-0.111","test","",""
"1590","","","survey-likert","225","435524","0.0-2.0-1.111","","{""Q0"":4}","[0]"
"433","<div style=""font-size:45px;"">C  C  C  B                                                </div>","32","html-keyboard-response","226","435959","0.0-2.0-0.112","test","",""
"1159","","","survey-likert","227","437621","0.0-2.0-1.112","","{""Q0"":3}","[0]"
"796","<div style=""font-size:45px;"">C  A  B  B  B  B  C  C  C  C  C  C  C  C  C  C            </div>","32","html-keyboard-response","228","438419","0.0-2.0-0.113","test","",""
"1197","","","survey-likert","229","440118","0.0-2.0-1.113","","{""Q0"":5}","[0]"
"695","<div style=""font-size:45px;"">B  C  A  A  A  A  B  A  A  A  B  B                        </div>","32","html-keyboard-response","230","440815","0.0-2.0-0.114","test","",""
"2223","","","survey-likert","231","443540","0.0-2.0-1.114","","{""Q0"":6}","[0]"
"675.9999999999418","<div style=""font-size:45px;"">A  C  A  C  A  C  A  C  A  C                              </div>","32","html-keyboard-response","232","444218","0.0-2.0-0.115","test","",""
"5721.999999999942","","","survey-likert","233","450442","0.0-2.0-1.115","","{""Q0"":1}","[0]"
"560","<div style=""font-size:45px;"">B  A  A  A  A  A  A  B  B  B  B  C                        </div>","32","html-keyboard-response","234","451004","0.0-2.0-0.116","test","",""
"3375","","","survey-likert","235","454880","0.0-2.0-1.116","","{""Q0"":2}","[0]"
"3612.000000000058","<div style=""font-size:45px;"">B  C  C  B  B  B  A  C  B  C  A  C                        </div>","32","html-keyboard-response","236","458494","0.0-2.0-0.117","test","",""
"1305","","","survey-likert","237","460301","0.0-2.0-1.117","","{""Q0"":8}","[0]"
"554.0000000000582","<div style=""font-size:45px;"">C  B  C  A  C  A  B  C  B  A  B  A  C  B  C  A            </div>","32","html-keyboard-response","238","460858","0.0-2.0-0.118","test","",""
"10479","","","survey-likert","239","471839","0.0-2.0-1.118","","{""Q0"":7}","[0]"
"655.9999999999418","<div style=""font-size:45px;"">B  B  B  A  C  C  B  B  C  A  B  C  B  C                  </div>","32","html-keyboard-response","240","472496","0.0-2.0-0.119","test","",""
"1469","","","survey-likert","241","474467","0.0-2.0-1.119","","{""Q0"":7}","[0]"
"728.0000000000582","<div style=""font-size:45px;"">B  A  A  C  C  C  C  C  C  C  C  B  C  B                  </div>","32","html-keyboard-response","242","475196","0.0-2.0-0.120","test","",""
"1502","","","survey-likert","243","477199","0.0-2.0-1.120","","{""Q0"":6}","[0]"
"552","<div style=""font-size:45px;"">A  A  B  B  C  B                                          </div>","32","html-keyboard-response","244","477752","0.0-2.0-0.121","test","",""
"1411","","","survey-likert","245","479666","0.0-2.0-1.121","","{""Q0"":4}","[0]"
"395.9999999999418","<div style=""font-size:45px;"">A  A  B  A  B  B  B  B  A  A  C  C  B  B  A  C  C  C  C  C</div>","32","html-keyboard-response","246","480064","0.0-2.0-0.122","test","",""
"1147","","","survey-likert","247","481712","0.0-2.0-1.122","","{""Q0"":5}","[0]"
"392","<div style=""font-size:45px;"">B  C  B  C  B  C  B  C                                    </div>","32","html-keyboard-response","248","482106","0.0-2.0-0.123","test","",""
"1397","","","survey-likert","249","484006","0.0-2.0-1.123","","{""Q0"":5}","[0]"
"743","<div style=""font-size:45px;"">C  A  C  A  B  B  C  A                                    </div>","32","html-keyboard-response","250","484751","0.0-2.0-0.124","test","",""
"1315","","","survey-likert","251","486569","0.0-2.0-1.124","","{""Q0"":4}","[0]"
"589","<div style=""font-size:45px;"">B  B  B  B  B  B  B  B  B  B  B  B  B  C  C  C  C  C      </div>","32","html-keyboard-response","252","487160","0.0-2.0-0.125","test","",""
"6964","","","survey-likert","253","494626","0.0-2.0-1.125","","{""Q0"":3}","[0]"
"445.9999999999418","<div style=""font-size:45px;"">B  C  C  B  C  C  B  C  C  B  A  A  A  A  A  A  C  C  C  C</div>","32","html-keyboard-response","254","495073","0.0-2.0-0.126","test","",""
"1916","","","survey-likert","255","497491","0.0-2.0-1.126","","{""Q0"":6}","[0]"
